id,target,mutants_in_minimal,test_suites,assertions,mutants,killed_mutants,not_equivalent_mutants,%,differential_success,minimal,survive,killed,equivalent,class,method,line,column,project
2957,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",23,0,commons-math
2965,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",45,0,commons-math
2966,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",60,0,commons-math
2970,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",23,0,commons-math
2983,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp","AOIS exp--,AOIS --exp,AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",46,0,commons-math
2989,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",48,0,commons-math
2990,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",48,0,commons-math
2995,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL lexp,AORB %,ODL rexp",,"ODL lexp,VDL rexp,CDL lexp,AORB *,AORB %,AORB /,AORB +,ODL rexp",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",33,0,commons-math
3000,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp","AOIS --exp,AOIS exp--,LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.BicubicInterpolator,"interpolate(double,double,double)",40,0,commons-math
3004,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIU -exp,LOI ~exp,AOIS exp--","AOIS exp++,AOIS ++exp",org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,229,0,commons-math
3016,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIS exp--,AOIU -exp,LOI ~exp,AOIS --exp","AOIS ++exp,AOIS exp++",org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,217,0,commons-math
3047,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIU -exp,AOIS exp--",,"LOI ~exp,AOIS exp++,AOIS exp--,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,234,0,commons-math
3059,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIS exp--,AOIU -exp",,"LOI ~exp,AOIS exp++,AOIU -exp,AOIS exp--",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,233,0,commons-math
3092,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS exp--,LOI ~exp,AOIS --exp","AOIS ++exp,AOIS exp++",org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,"apply(double,double,double)",320,0,commons-math
3116,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,"apply(double,double,double)",325,0,commons-math
3127,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,217,0,commons-math
3149,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,"apply(double,double,double)",319,0,commons-math
3151,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,"value(double,double)",314,0,commons-math
3161,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,222,0,commons-math
3183,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS --exp,AOIS exp--,LOI ~exp","AOIS ++exp,AOIS exp++",org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,"apply(double,double,double)",321,0,commons-math
3200,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,218,0,commons-math
3257,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS --exp,LOI ~exp,AOIS exp--","AOIS ++exp,AOIS exp++",org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,228,0,commons-math
3266,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,216,0,commons-math
3290,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,216,0,commons-math
3321,exp,1,1,1,6,5,5,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS ++exp,LOI ~exp,AOIS exp--,AOIS --exp",AOIS exp++,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,235,0,commons-math
3324,exp,1,1,1,6,3,3,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIU -exp,LOI ~exp","AOIS ++exp,AOIS exp--,AOIS exp++",org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,235,0,commons-math
3367,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIS --exp,AOIU -exp,LOI ~exp,AOIS exp++,AOIS exp--",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,"apply(double,double,double)",321,0,commons-math
3426,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIU -exp,AOIS exp++",,"AOIU -exp,AOIS exp--,AOIS exp++,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,230,0,commons-math
3464,exp,1,1,1,6,4,4,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS --exp,AOIS exp--,LOI ~exp","AOIS exp++,AOIS ++exp",org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,218,0,commons-math
3473,exp,1,1,1,6,5,5,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIS ++exp,AOIU -exp,AOIS --exp,AOIS exp--",AOIS exp++,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,,219,0,commons-math
3609,lexp + rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,ODL rexp,ODL lexp",,"ODL lexp,ODL rexp,CDL lexp,AORB %,AORB /,AORB *,AORB -,VDL rexp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",41,0,commons-math
3610,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL lexp,AORB %,ODL rexp",,"ODL lexp,VDL rexp,AORB %,VDL lexp,AORB *,AORB /,ODL rexp,AORB +",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",40,0,commons-math
3611,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",45,0,commons-math
3614,lexp + rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL lexp,AORB %,ODL rexp",,"AORB /,ODL lexp,AORB *,AORB -,ODL rexp,VDL rexp,VDL lexp,AORB %",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",40,0,commons-math
3615,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,LOI ~exp,AOIS exp--,AOIS --exp,AOIS ++exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",41,0,commons-math
3618,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,ODL rexp,ODL lexp",,"AORB +,AORB *,AORB /,VDL rexp,ODL lexp,AORB %,VDL lexp,ODL rexp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",39,0,commons-math
3619,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",38,0,commons-math
3620,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp--,AOIS exp++,AOIS ++exp,LOI ~exp,AOIU -exp,AOIS --exp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",40,0,commons-math
3622,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",39,0,commons-math
3623,lexp - rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL lexp,AORB %,ODL rexp",,"AORB *,AORB %,ODL lexp,CDL lexp,ODL rexp,AORB /,AORB +",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"interpolate(double,double)",24,0,commons-math
3629,lexp / rexp,3,3,3,7,7,7,100.00%,TRUE,"ODL rexp,AORB %,AORB *",,"AORB +,AORB *,VDL lexp,ODL rexp,AORB -,AORB %,ODL lexp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",41,0,commons-math
3631,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",45,0,commons-math
3632,lexp - rexp,3,3,3,8,8,8,100.00%,TRUE,"ODL lexp,AORB %,ODL rexp",,"VDL rexp,AORB /,AORB *,ODL rexp,ODL lexp,VDL lexp,AORB +,AORB %",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",41,0,commons-math
3634,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS ++exp,"LOI ~exp,AOIS exp++,AOIU -exp,AOIS exp--,AOIS --exp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",39,0,commons-math
3637,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS ++exp,"AOIU -exp,AOIS --exp,AOIS exp++,AOIS exp--,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",38,0,commons-math
3639,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"interpolate(double,double)",24,0,commons-math
3641,exp,2,2,2,3,3,3,100.00%,TRUE,"AOIS exp++,AOIS exp--",,"AOIS exp--,LOI ~exp,AOIS exp++",,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"computeDividedDifference(double,double)",40,0,commons-math
3643,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.DividedDifferenceInterpolator,"interpolate(double,double)",27,0,commons-math
3642,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,value(T),80,0,commons-math
3645,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS ++exp,AOIS exp--,AOIS --exp,AOIS exp++,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",115,0,commons-math
3653,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIS ++exp,AOIU -exp,LOI ~exp,AOIS exp--,AOIS --exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",46,0,commons-math
3657,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIS exp++,AOIU -exp,LOI ~exp,AOIS ++exp,AOIS exp--",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",43,0,commons-math
3662,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS ++exp,"AOIS exp--,AOIU -exp,AOIS exp++,AOIS --exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,value(T),78,0,commons-math
3663,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp--,AOIS exp++","LOI ~exp,AOIS --exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,value(T),81,0,commons-math
3666,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",60,0,commons-math
3668,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS --exp","AOIS exp++,LOI ~exp,AOIU -exp,AOIS ++exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",113,0,commons-math
3673,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS exp++,"AOIS exp--,LOI ~exp,AOIS --exp,AOIS ++exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",47,0,commons-math
3675,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,value(T),86,0,commons-math
3681,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS --exp","AOIU -exp,AOIS ++exp,AOIS exp++,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",111,0,commons-math
3682,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",51,0,commons-math
3684,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",65,0,commons-math
3685,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp,AOIS exp--","AOIU -exp,LOI ~exp,AOIS exp++",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",98,0,commons-math
3687,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",53,0,commons-math
3691,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,value(T),84,0,commons-math
3693,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--,AOIS ++exp","AOIU -exp,AOIS --exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",53,0,commons-math
3694,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",41,0,commons-math
3697,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIS exp--,AOIU -exp",,"LOI ~exp,AOIS exp--,AOIS exp++,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",42,0,commons-math
3698,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",65,0,commons-math
3700,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",54,0,commons-math
3701,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",59,0,commons-math
3707,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",55,0,commons-math
3713,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIS --exp,AOIS ++exp,AOIS exp++,AOIU -exp,AOIS exp--",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",41,0,commons-math
3714,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIS exp--,AOIS --exp,AOIS ++exp,LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",115,0,commons-math
3715,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIS ++exp,AOIS --exp,AOIU -exp,AOIS exp--,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",111,0,commons-math
3717,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",117,0,commons-math
3719,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp++","AOIS exp--,LOI ~exp,AOIU -exp,AOIS --exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",101,0,commons-math
3722,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",,"AOIS exp--,LOI ~exp,AOIS exp++,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",53,0,commons-math
3723,for_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",67,0,commons-math
3728,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",66,0,commons-math
3729,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"addSamplePoint(T,T[])",58,0,commons-math
3734,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS exp--,"AOIS exp++,AOIU -exp,AOIS ++exp,LOI ~exp,AOIS --exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",111,0,commons-math
3739,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",117,0,commons-math
3742,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIU -exp,AOIS --exp,AOIS ++exp,AOIS exp++,AOIS exp--,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",111,0,commons-math
3743,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS ++exp,"AOIS exp--,LOI ~exp,AOIS --exp,AOIS exp++,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,value(T),80,0,commons-math
3747,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",119,0,commons-math
3754,lexp + rexp,3,3,3,8,8,8,100.00%,TRUE,"AORB %,ODL lexp,ODL rexp",,"ODL rexp,ODL lexp,AORB /,CDL lexp,AORB -,AORB *,VDL rexp,AORB %",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",98,0,commons-math
3756,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp++","AOIU -exp,AOIS exp--,AOIS --exp,LOI ~exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",100,0,commons-math
3758,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS ++exp,"AOIS exp++,LOI ~exp,AOIS exp--,AOIS --exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",110,0,commons-math
3761,exp,1,1,1,6,5,6,83.33%,TRUE,AOIU -exp,AOIS ++exp,"AOIU -exp,AOIS --exp,LOI ~exp,AOIS exp--,AOIS exp++",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,"derivatives(T,int)",106,0,commons-math
3764,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp","AOIS --exp,AOIS exp--,LOI ~exp,AOIU -exp",,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,value(T),81,0,commons-math
0,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ByteArrayClassPath,toString(),32,0,javassist
1,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL lexp,CDL lexp,ODL rexp",,javassist.ByteArrayClassPath,find(java.lang.String),46,0,javassist
3,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ByteArrayClassPath,,22,0,javassist
6,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ByteArrayClassPath,openClassfile(java.lang.String),41,0,javassist
7,lexp + rexp,2,2,2,4,4,4,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL lexp,VDL lexp,CDL rexp,ODL rexp",,javassist.CannotCompileException,,69,0,javassist
9,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"CDL rexp,ODL lexp,ODL rexp",,javassist.CannotCompileException,,59,0,javassist
10,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.CannotCompileException,getReason(),32,0,javassist
11,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.CannotCompileException,,41,0,javassist
12,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL rexp,ODL lexp",,"ODL rexp,CDL rexp,ODL lexp",,javassist.CannotCompileException,,46,0,javassist
13,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL rexp,ODL lexp",,"ODL lexp,CDL rexp,ODL rexp",,javassist.CannotCompileException,,64,0,javassist
14,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"COI !(),ROR ==",,javassist.CannotCompileException,getReason(),30,0,javassist
15,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.CannotCompileException,initCause(java.lang.Throwable),23,0,javassist
16,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.CannotCompileException,getReason(),34,0,javassist
17,lexp + rexp,2,2,2,4,4,4,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL lexp,VDL lexp,ODL rexp,CDL rexp",,javassist.CannotCompileException,,74,0,javassist
18,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,javassist.CannotCompileException,getCause(),17,0,javassist
22,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ClassClassPath,toString(),45,0,javassist
23,lexp + rexp,2,2,2,3,3,3,100.00%,TRUE,"ODL lexp,ODL rexp",,"ODL lexp,CDL lexp,ODL rexp",,javassist.ClassClassPath,toString(),44,0,javassist
33,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ClassMap,toJvmName(java.lang.String),83,0,javassist
35,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ClassMap,get(java.lang.Object),67,0,javassist
37,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"ROR ==,COI !()",,javassist.ClassMap,get(java.lang.Object),62,0,javassist
38,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ClassMap,toJavaName(java.lang.String),88,0,javassist
40,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,javassist.ClassMap,"put(java.lang.String,java.lang.String)",37,0,javassist
45,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,javassist.ClassPoolTail,makePathObject(java.lang.String),293,0,javassist
47,lexp != rexp,1,1,1,2,2,2,100.00%,TRUE,ROR ==,,"COI !(),ROR ==",,javassist.ClassPoolTail,toString(),217,0,javassist
48,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ClassPoolTail,toString(),223,0,javassist
52,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ClassPoolTail,openClassfile(java.lang.String),338,0,javassist
53,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,javassist.ClassPoolTail,openClassfile(java.lang.String),327,0,javassist
54,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,javassist.ClassPoolTail,toString(),223,0,javassist
61,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++,AOIS --exp,AOIS ++exp","LOI ~exp,AOIU -exp",,javassist.ClassPoolTail,readStream(java.io.InputStream),366,0,javassist
62,exp,2,2,2,3,3,3,100.00%,TRUE,"AOIS exp--,AOIS exp++",,"LOI ~exp,AOIS exp++,AOIS exp--",,javassist.ClassPoolTail,readStream(java.io.InputStream),369,0,javassist
64,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp,AOIS ++exp,AOIS exp++,AOIS exp--,AOIS --exp",,javassist.ClassPoolTail,readStream(java.io.InputStream),365,0,javassist
